"SurveyID","SiteCode","SiteLatitude","SiteLongitude","SiteName","Location","Country","ISO3","State","Ecoregion","Zone.name","SurveyDate","Depth","MPA","Effectiveness","No.take.multizoned","X.year.of.protection","Gears.allowed","IUCN_CAT_wdpa","mean_chl_1year","median_chl_1year","q95_chl_1year","q05_chl_1year","min_chl_1year","max_chl_1year","mean_chl_5year","median_chl_5year","q95_chl_5year","q05_chl_5year","min_chl_5year","max_chl_5year","mean_DHW_1year","median_DHW_1year","q95_DHW_1year","q05_DHW_1year","min_DHW_1year","max_DHW_1year","mean_DHW_5year","median_DHW_5year","q95_DHW_5year","q05_DHW_5year","min_DHW_5year","max_DHW_5year","mean_npp_1year","median_npp_1year","q95_npp_1year","q05_npp_1year","min_npp_1year","max_npp_1year","mean_npp_5year","median_npp_5year","q95_npp_5year","q05_npp_5year","min_npp_5year","max_npp_5year","mean_pH_1year","median_pH_1year","q95_pH_1year","q05_pH_1year","min_pH_1year","max_pH_1year","mean_pH_1year_5year","median_pH_1year_5year","q95_pH_1year_5year","q05_pH_1year_5year","min_pH_1year_5year","max_pH_1year_5year","mean_sss_1year","median_sss_1year","q95_sss_1year","q05_sss_1year","min_sss_1year","max_sss_1year","mean_sss_5year","median_sss_5year","q95_sss_5year","q05_sss_5year","min_sss_5year","max_sss_5year","mean_sst_1year","median_sst_1year","q95_sst_1year","q05_sst_1year","min_sst_1year","max_sst_1year","mean_sst_5year","median_sst_5year","q95_sst_5year","q05_sst_5year","min_sst_5year","max_sst_5year","ZEE_ISO3","ZEE_name","ZEE_territory","ZEE_sovereign","conflicts","Naturalresourcesrents","HDI","NoViolence","Voice","ControlofCorruption","NGO","MarineEcosystemDependency","neartt","poptot","gravtot1","gravtot2","gravtot3","Protection","coral_imputation","algae_imputation","CCA_imputation","rubble_imputation","micro_mats_imputation","rock_imputation","sand_imputation","seagrass_imputation","other_inverts_imputation","STATUS_YR","IUCN_CAT","GIS_AREA","GIS_M_AREA","DiffYear"
1003280,"USEC6",24.625624,-81.109328,"Sombrero Light FL","Florida Keys","United States","USA","Florida","Floridian","Sombrero Key","14/10/2010",5.6,"Florida Keys National Marine Sanctuary","High","No take multizoned",1990,"Allbanned","V",1.07358919084072,1.01162421703339,1.6739107131958,0.624468928575516,0.595722496509552,1.99105203151703,0.962777762611707,0.930630147457123,1.42731969952583,0.599110618233681,0.510676264762878,1.99105203151703,0.938661181205079,0,3.77999991551041,0,0,4.29999990388751,0.686106227818766,0,4.29999990388751,0,0,6.76999984867871,1206.45226844142,1064.44334602346,1743.17195696823,932.301262140179,893.502151489164,1915.55724811548,1191.72952127049,1160.61119008052,1607.38894224159,873.627912020622,738.937813281935,2023.81029129019,8.06795403609673,8.06569151580334,8.10921004861593,8.03324776962399,8.02968274056911,8.10958552360535,8.07227186659972,8.07586227357388,8.10965453386307,8.03147198334336,8.02968274056911,8.11418433487415,35.9012317657471,35.8358669281006,36.2333236694336,35.5903127670288,35.4971389770508,36.4083709716797,35.958232943217,35.939489364624,36.3661046981812,35.6318506240845,35.4971389770508,36.5445709228516,26.6575409836066,27.255,30.7575,21.93,20.21,31.43,26.6376779846659,26.48,30.67,22.1225,20.1,31.6,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,28.6501480917045,16218733.5981634,36184.1974467931,109.20675909814,0.556998415361756,"LO_No-Take",0.208599365079368,0.321786955782314,0.0862791507936507,0,0.0189135,0.185873106782107,0.0747738928571428,0,0.1192513095238,1990,"V",9899.90141189145,9776.10915548598,20
1003281,"USEC8",24.69262,-81.060967,"Vaca Key Bight FL","Florida Keys","United States","USA","Florida","Floridian","Vaca Key Bight","16/10/2010",3,"Florida Keys National Marine Sanctuary","High","Restricted take multizoned",1990,"L","V",1.07358919084072,1.01162421703339,1.6739107131958,0.624468928575516,0.595722496509552,1.99105203151703,0.962777762611707,0.930630147457123,1.42731969952583,0.599110618233681,0.510676264762878,1.99105203151703,1.30306008016395,0,5.15749988472089,0,0,5.91999986767769,0.871089794330283,0,5.24499988276512,0,0,7.69999982789159,1206.45226844142,1064.44334602346,1743.17195696823,932.301262140179,893.502151489164,1915.55724811548,1191.72952127049,1160.61119008052,1607.38894224159,873.627912020622,738.937813281935,2023.81029129019,8.06716042069288,8.06458681821823,8.10917591452599,8.03357186317444,8.02968274056911,8.10958552360535,8.07222072134415,8.07586227357388,8.10965453386307,8.03147198334336,8.02968274056911,8.11418433487415,35.9180030822754,35.9048557281494,36.2333236694336,35.5903127670288,35.4971389770508,36.4083709716797,35.9595342000326,35.9445266723633,36.3661046981812,35.6318506240845,35.4971389770508,36.5445709228516,26.596912568306,27.235,30.915,21.7675,20.01,31.58,26.5900766703176,26.42,30.78,21.93,19.67,31.75,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,7.40601312926963,16287138.2493423,39229.4040009626,191.443199822557,7.37483880713442,"Partial",0.1,0.68,0.01,0,0.02,0,0.17,0,0.02,NA,NA,NA,NA,NA
1003283,"USEC10",24.68577,-80.96287,"Coffins Patch E FL","Florida Keys","United States","USA","Florida","Floridian","Coffin Patch","17/10/2010",6,"Florida Keys National Marine Sanctuary","High","No take multizoned",1990,"Allbanned","V",0.424053726096948,0.401757255196571,0.640491613745689,0.271660535037518,0.238132685422897,0.722782611846924,0.434583888202906,0.410687804222107,0.682815968990326,0.258544509112835,0.227697446942329,0.864875257015228,0.890819652219776,0,3.55499992053956,0,0,3.90999991260469,0.649742592267921,0,3.90999991260469,0,0,6.75999984890223,719.100491523682,584.818962097111,1213.32281432143,507.728586709453,489.627540111497,1360.51990604392,756.215544935003,700.449847459723,1248.61255543224,488.107606768564,431.436442375152,2020.25383734695,8.0681166946888,8.06509947776794,8.10624392032623,8.03427563905716,8.03044676780701,8.106973528862,8.07131202022235,8.07537984848022,8.10704445838928,8.03253417611122,8.03044676780701,8.1117171049118,35.9316393534342,35.9528007507324,36.2344160079956,35.5646476745605,35.4795913696289,36.4065742492676,35.9919774373372,35.9773464202881,36.4084510803223,35.6491083145142,35.4795913696289,36.5550918579102,26.6667759562842,27.285,30.7575,21.9575,20.53,31.42,26.6596714129244,26.51,30.64,22.21,20.03,31.45,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,19.4957829968892,16304764.2725532,38420.8413441469,132.953324253554,1.01552778582633,"LO_No-Take",0.3,0.37,0.07,0,0.03,0.02,0.01,0,0.2,1990,"V",9899.90141189145,9776.10915548598,20
1003284,"USEC11",24.68553,-80.9645,"Coffins Patch W FL","Florida Keys","United States","USA","Florida","Floridian","Coffin Patch","17/10/2010",4.1,"Florida Keys National Marine Sanctuary","High","No take multizoned",1990,"Allbanned","V",0.424053726096948,0.401757255196571,0.640491613745689,0.271660535037518,0.238132685422897,0.722782611846924,0.434583888202906,0.410687804222107,0.682815968990326,0.258544509112835,0.227697446942329,0.864875257015228,0.890819652219776,0,3.55499992053956,0,0,3.90999991260469,0.649742592267921,0,3.90999991260469,0,0,6.75999984890223,719.100491523682,584.818962097111,1213.32281432143,507.728586709453,489.627540111497,1360.51990604392,756.215544935003,700.449847459723,1248.61255543224,488.107606768564,431.436442375152,2020.25383734695,8.0681166946888,8.06509947776794,8.10624392032623,8.03427563905716,8.03044676780701,8.106973528862,8.07131202022235,8.07537984848022,8.10704445838928,8.03253417611122,8.03044676780701,8.1117171049118,35.9316393534342,35.9528007507324,36.2344160079956,35.5646476745605,35.4795913696289,36.4065742492676,35.9919774373372,35.9773464202881,36.4084510803223,35.6491083145142,35.4795913696289,36.5550918579102,26.6667759562842,27.285,30.7575,21.9575,20.53,31.42,26.6596714129244,26.51,30.64,22.21,20.03,31.45,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,19.4957829968892,16304764.2725532,38420.8413441469,132.953324253554,1.01552778582633,"LO_No-Take",0.29,0.38,0.04,0,0.02,0.06,0.1,0,0.11,1990,"V",9899.90141189145,9776.10915548598,20
1003285,"USEC12",24.54062,-81.41568,"Looe Reef Deep FL","Florida Keys","United States","USA","Florida","Floridian","Looe Keys","18/10/2010",19,"Florida Keys National Marine Sanctuary","High","Restricted take multizoned",1981,"L","V",2.05586651464303,2.11285424232483,2.94010118246079,0.917661103606224,0.826223969459534,2.95064759254456,1.65708924134572,1.54604113101959,2.9243591427803,0.852373802661896,0.815083384513855,3.17056846618652,0.686803263337275,0,2.45749994507059,0,0,3.16999992914498,0.408318720336673,0,2.91249993490056,0,0,4.21999990567565,1303.89724644016,1242.41771459571,1848.32850885384,992.968754959014,992.664310455229,1964.39289855949,1311.50504315686,1267.58427190772,1816.14548196786,993.190169143584,825.662235259929,1964.39289855949,8.07028146088123,8.06613411009312,8.11242409497499,8.03200983032584,8.02879126369953,8.11255288124084,8.07313710401456,8.07588012516499,8.11261132955551,8.03030214235187,8.02879126369953,8.11682020127773,35.9272387822469,35.8937282562256,36.2386688232422,35.6637474060059,35.5770378112793,36.3849220275879,35.9300961176554,35.9126262664795,36.3028392791748,35.57652759552,35.5224609375,36.488224029541,26.7162295081967,27.19,30.6425,22.245,20.86,31.07,26.6962212486309,26.52,30.51,22.465,20.47,31.33,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,43.4508980630794,15989825.7630072,31544.3276311815,77.1863932232171,0.285536072485363,"Partial",0.2,0.39,0.03,0,0.08,0.03,0.14,0,0.13,NA,NA,NA,NA,NA
1003287,"USEC14",24.546777,-81.405235,"Looe Reef Marker Post FL","Florida Keys","United States","USA","Florida","Floridian","Looe Keys","18/10/2010",5.1,"Florida Keys National Marine Sanctuary","High","No take multizoned",1981,"Allbanned","V",2.05586651464303,2.11285424232483,2.94010118246079,0.917661103606224,0.826223969459534,2.95064759254456,1.65708924134572,1.54604113101959,2.9243591427803,0.852373802661896,0.815083384513855,3.17056846618652,0.686803263337275,0,2.45749994507059,0,0,3.16999992914498,0.408318720336673,0,2.91249993490056,0,0,4.21999990567565,1303.89724644016,1242.41771459571,1848.32850885384,992.968754959014,992.664310455229,1964.39289855949,1311.50504315686,1267.58427190772,1816.14548196786,993.190169143584,825.662235259929,1964.39289855949,8.07028146088123,8.06613411009312,8.11242409497499,8.03200983032584,8.02879126369953,8.11255288124084,8.07313710401456,8.07588012516499,8.11261132955551,8.03030214235187,8.02879126369953,8.11682020127773,35.9272387822469,35.8937282562256,36.2386688232422,35.6637474060059,35.5770378112793,36.3849220275879,35.9300961176554,35.9126262664795,36.3028392791748,35.57652759552,35.5224609375,36.488224029541,26.7162295081967,27.19,30.6425,22.245,20.86,31.07,26.6962212486309,26.52,30.51,22.465,20.47,31.33,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,44.758940891626,15999640.9215564,31621.2535021306,77.4272317122219,0.283367173428425,"LO_No-Take",0.24,0.45,0.02,0,0.01,0.03,0.09,0,0.16,1990,"V",9899.90141189145,9776.10915548598,20
1003288,"USEC15",24.68217,-80.97067,"Pillar Patch FL","Florida Keys","United States","USA","Florida","Floridian","Coffin Patch","19/10/2010",4.6,"Florida Keys National Marine Sanctuary","High","No take multizoned",1990,"Allbanned","V",0.424053726096948,0.401757255196571,0.640491613745689,0.271660535037518,0.238132685422897,0.722782611846924,0.434583888202906,0.410687804222107,0.682815968990326,0.258544509112835,0.227697446942329,0.864875257015228,0.896475389798279,0,3.55499992053956,0,0,3.90999991260469,0.646555297706084,0,3.90999991260469,0,0,6.75999984890223,719.100491523682,584.818962097111,1213.32281432143,507.728586709453,489.627540111497,1360.51990604392,756.215544935003,700.449847459723,1248.61255543224,488.107606768564,431.436442375152,2020.25383734695,8.0681166946888,8.06509947776794,8.10624392032623,8.03427563905716,8.03044676780701,8.106973528862,8.07131202022235,8.07537984848022,8.10704445838928,8.03253417611122,8.03044676780701,8.1117171049118,35.9316393534342,35.9528007507324,36.2344160079956,35.5646476745605,35.4795913696289,36.4065742492676,35.9919774373372,35.9773464202881,36.4084510803223,35.6491083145142,35.4795913696289,36.5550918579102,26.6550546448087,27.24,30.7575,21.9575,20.53,31.42,26.6588992332968,26.51,30.64,22.21,20.03,31.45,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,19.4957829968892,16297896.6096021,38078.942003999,129.755887493696,0.974668820770744,"LO_No-Take",0.222222222222222,0.464646464646465,0.0303030303030303,0,0,0.0404040404040404,0.0808080808080808,0,0.161616161616162,1990,"V",9899.90141189145,9776.10915548598,20
1003289,"USEC16",24.68975,-81.02973,"Vaca Key Bight East FL","Florida Keys","United States","USA","Florida","Floridian","Vaca Key Bight","19/10/2010",4.1,"Florida Keys National Marine Sanctuary","High","Restricted take multizoned",1990,"L","V",1.07358919084072,1.01162421703339,1.6739107131958,0.624468928575516,0.595722496509552,1.99105203151703,0.962777762611707,0.930630147457123,1.42731969952583,0.599110618233681,0.510676264762878,1.99105203151703,1.17459013768029,0,4.52249989891425,0,0,5.18999988399446,0.789939741379615,0,4.83749989187344,0,0,7.31999983638525,1206.45226844142,1064.44334602346,1743.17195696823,932.301262140179,893.502151489164,1915.55724811548,1191.72952127049,1160.61119008052,1607.38894224159,873.627912020622,738.937813281935,2023.81029129019,8.06921814382076,8.06569151580334,8.10921004861593,8.03324776962399,8.02968274056911,8.10958552360535,8.07222072134415,8.07586227357388,8.10965453386307,8.03147198334336,8.02968274056911,8.11418433487415,35.9180030822754,35.9048557281494,36.2333236694336,35.5903127670288,35.4971389770508,36.4083709716797,35.9595342000326,35.9445266723633,36.3661046981812,35.6318506240845,35.4971389770508,36.5445709228516,26.6136065573771,27.14,30.845,21.8425,20.27,31.5,26.6214841182913,26.44,30.72,22.0775,19.81,31.6,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,11.8719506946584,16297365.2811831,39014.6456906249,157.990707015231,2.87753603018995,"Partial",0.06,0.58,0.08,0,0.05,0.06,0,0,0.17,NA,NA,NA,NA,NA
1003291,"USEC17",24.63217,-81.09053,"Delta Shoal Marathon FL","Florida Keys","United States","USA","Florida","Floridian","Delta Shoal ","21/12/2010",4.1,"Florida Keys National Marine Sanctuary","High","Restricted take multizoned",1990,"L","V",1.09520743787289,1.05235260725021,1.6739107131958,0.624468928575516,0.595722496509552,1.99105203151703,0.96607339878877,0.930630147457123,1.42731969952583,0.599110618233681,0.510676264762878,1.99105203151703,0.733989054632317,0,2.90249993512407,0,0,3.19999992847443,0.541736022940544,0,3.19999992847443,0,0,6.24999986030161,1234.92842320591,1130.18445801724,1743.17195696823,932.301262140179,893.502151489164,1915.55724811548,1181.28989615033,1152.22143220891,1550.18007907859,873.627912020622,738.937813281935,2023.81029129019,8.07167174294591,8.07131966948509,8.10921004861593,8.03324776962399,8.02968274056911,8.10958552360535,8.07217760706941,8.07586227357388,8.10965453386307,8.03147198334336,8.02968274056911,8.11418433487415,35.9290205637614,35.9035415649414,36.2641759872437,35.5903127670288,35.4971389770508,36.4083709716797,35.9677982330322,35.9498844146729,36.3661046981812,35.6624839782715,35.4971389770508,36.5445709228516,26.4416666666667,27.11,30.675,21.995,20.43,31.27,26.6647426067908,26.58,30.6,22.27,20.23,31.49,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,31.2662337487977,16221933.8153622,36180.6692966543,108.719926052083,0.536845006426283,"Partial",0.12,0.41,0.08,0,0.05,0.14,0.07,0,0.13,NA,NA,NA,NA,NA
1003292,"USEC7",24.62198,-81.110531,"Sombrero Light Deep FL","Florida Keys","United States","USA","Florida","Floridian","Sombrero Key","21/12/2010",15.5,"Florida Keys National Marine Sanctuary","High","No take multizoned",1990,"Allbanned","V",1.09520743787289,1.05235260725021,1.6739107131958,0.624468928575516,0.595722496509552,1.99105203151703,0.96607339878877,0.930630147457123,1.42731969952583,0.599110618233681,0.510676264762878,1.99105203151703,0.988251344031079,0,3.77999991551041,0,0,4.29999990388751,0.661955078303822,0,3.96999991126359,0,0,6.76999984867871,1234.92842320591,1130.18445801724,1743.17195696823,932.301262140179,893.502151489164,1915.55724811548,1181.28989615033,1152.22143220891,1550.18007907859,873.627912020622,738.937813281935,2023.81029129019,8.07167174294591,8.07131966948509,8.10921004861593,8.03324776962399,8.02968274056911,8.10958552360535,8.07217760706941,8.07586227357388,8.10965453386307,8.03147198334336,8.02968274056911,8.11418433487415,35.9290205637614,35.9035415649414,36.2641759872437,35.5903127670288,35.4971389770508,36.4083709716797,35.9677982330322,35.9498844146729,36.3661046981812,35.6624839782715,35.4971389770508,36.5445709228516,26.4101092896175,27.055,30.7575,21.93,20.21,31.43,26.6393756845564,26.57,30.67,22.1225,20.1,31.6,"USA","United States Exclusive Economic Zone","United States","United States",12.5,0.688260843,0.916,0.5311,1.1,1.3456,6779,0.052572,31.8080428285466,16209838.0988314,35899.3069163953,106.161112161059,0.502407796025589,"LO_No-Take",0.08,0.43,0.05,0,0.09,0,0.21,0,0.14,1990,"V",9899.90141189145,9776.10915548598,20
